subject_id,raw_activity,context_label,accel_x_mean,accel_x_std,accel_x_min,accel_x_max,accel_x_median,accel_x_energy,accel_x_sma,accel_y_mean,accel_y_std,accel_y_min,accel_y_max,accel_y_median,accel_y_energy,accel_y_sma,accel_z_mean,accel_z_std,accel_z_min,accel_z_max,accel_z_median,accel_z_energy,accel_z_sma,accel_mag_mean,accel_mag_std,accel_mag_min,accel_mag_max,accel_mag_median,accel_mag_energy,accel_mag_sma
1,Downstairs,transit_like,-4.397500000000001,5.067646766498234,-18.05,8.62,-4.1,45.01905000000001,5.3919,8.9068,4.73418036834255,-1.53,19.57,9.115,101.74355000000001,8.9417,1.38965,4.369993178198337,-7.5,15.6,0.84,21.0279675,3.4507499999999998,12.269029013650968,4.1546954836896015,2.991805474959895,24.125478233601918,11.72158246822444,167.7905675,12.269029013650968
1,Downstairs,transit_like,-7.7889,5.173262683258989,-19.04,4.48,-7.609999999999999,87.42961,8.1004,6.6857500000000005,5.140258207279086,-4.4,19.53,6.395,71.1215075,6.952050000000001,0.7968500000000001,3.8038052759703667,-7.78,15.6,0.16999999999999998,15.103904499999999,2.84625,12.530075775175941,4.0807135489211985,3.3584222486161566,24.77678348777339,11.870307849390997,173.65502200000003,12.530075775175941
1,Downstairs,transit_like,-8.7679,5.122768840187892,-19.04,6.59,-8.655,103.11883099999999,8.9965,5.6245,5.06103633162221,-4.4,17.82,5.6,57.249089000000005,5.991200000000001,0.9338999999999998,3.6560502991616515,-8.2,13.14,0.38,14.238872999999998,2.7316999999999996,12.540867343236608,4.1633447226168565,3.3584222486161566,25.117487931718014,11.987593643405743,174.606793,12.540867343236608
1,Downstairs,transit_like,-8.99945,5.245825692634097,-19.61,6.59,-9.47,108.5087875,9.360750000000001,5.7627500000000005,4.901021417776095,-4.75,17.82,5.58,57.229298500000006,6.04635,0.93975,3.8440489639831594,-8.2,13.14,0.36,15.6598425,2.83235,12.90731730263588,3.846958350317362,5.154590187396084,25.117487931718014,12.266939951110974,181.3979285,12.90731730263588
1,Downstairs,transit_like,-9.113299999999999,4.970947606845198,-19.61,4.63,-9.49,107.76255700000002,9.411800000000001,5.5684,4.620193766499409,-4.75,17.82,4.77,52.353269,5.8266,0.8800000000000001,3.743432515753423,-8.01,12.6,0.4,14.787687,2.7935,12.723597893512851,3.607432555737578,5.154590187396084,23.248849433896723,11.993056324390375,174.90351299999998,12.723597893512851
1,Downstairs,transit_like,-8.994549999999998,4.746409885113168,-18.77,4.63,-9.51,103.43033650000001,9.19795,5.370349999999999,4.580359306593753,-3.02,17.27,4.385,49.8203505,5.61005,0.9351,3.463614440147748,-7.46,11.96,0.31,12.871037000000001,2.5731999999999995,12.387215198507606,3.5607054955250335,5.174891303206281,23.248849433896723,11.975762305421064,166.121724,12.387215198507606
1,Downstairs,transit_like,-5.913800000000001,6.616911708644751,-18.2,12.83,-6.949999999999999,78.75655099999999,7.641800000000001,6.717850000000001,5.238916956537868,-3.02,19.11,5.9399999999999995,72.57575949999999,6.90315,0.8519999999999999,3.6835056671600217,-7.12,12.3,0.29000000000000004,14.294118,2.764,12.304323549668203,3.7722739143758575,1.8854442447338504,22.08059781799397,11.975762305421064,165.6264285,12.304323549668203
1,Downstairs,transit_like,-3.45865,6.1964509743481395,-18.2,12.83,-4.25,50.3582645,5.99475,9.06925,4.882911932187596,-2.41,19.53,8.925,106.09412449999999,9.12475,0.6506000000000001,4.122884868632642,-7.12,14.44,-0.27,17.421459999999996,3.0427000000000004,12.609716073251011,3.856022504083074,1.8854442447338504,24.15249469516555,11.957796406600256,173.873849,12.609716073251011
1,Downstairs,transit_like,-5.20155,5.73362338294904,-18.66,9.19,-6.05,59.9305595,6.68995,9.262049999999999,4.075317202071515,0.42,19.53,8.75,102.39378049999999,9.262049999999999,0.7011499999999999,3.9118405102330027,-6.89,14.44,-0.11,15.7941075,2.82065,12.777411554221953,3.854374329775895,4.325239877740887,25.70957214735399,12.179009965016006,178.11844750000003,12.777411554221953
1,Downstairs,transit_like,-6.63715,5.934723192997295,-19.38,9.7,-7.33,79.2726995,7.75895,8.2106,3.9627572017472885,-1.69,19.04,7.78,83.117397,8.246500000000001,0.6787000000000001,3.8431435453284855,-7.46,15.17,0.04,15.230386,2.765,12.709054330748383,4.012532930467453,2.527568001063473,27.084977385997576,12.068187360482087,177.6204825,12.709054330748383
1,Downstairs,transit_like,-7.083600000000001,5.860190955933091,-19.38,9.7,-7.45,84.51922699999999,7.9253,7.8197,3.999299302377855,-1.69,18.62,7.720000000000001,77.142103,7.8625,0.61605,3.975110174259325,-8.92,15.17,0.0,16.1810185,2.82155,12.708973869769174,4.040338064756995,2.527568001063473,27.084977385997576,12.068187360482087,177.8423485,12.708973869769174
1,Downstairs,transit_like,-7.20065,5.397695256079209,-19.42,7.82,-7.4,80.98447449999999,7.76385,7.809500000000001,4.114280830230236,-1.27,19.11,7.6850000000000005,77.91559699999999,7.8386000000000005,0.5398499999999999,3.6423495820006075,-8.92,14.98,0.06,13.558148500000001,2.58495,12.517956755000228,3.9697580127690637,3.1904545130749002,25.10790712106447,12.051530087013347,172.45822,12.517956755000228
1,Downstairs,transit_like,-7.234349999999999,5.462294808731949,-19.42,6.02,-7.6,82.1724845,7.886249999999999,7.8229,4.126742370199525,-1.27,19.11,7.59,78.227767,7.8450999999999995,0.44505,3.394665962580118,-5.9,14.98,-0.02,11.721826499999999,2.39745,12.524646327717994,3.905804957442213,4.117207791695726,24.568310890250473,12.324096289969596,172.122078,12.524646327717994
1,Downstairs,transit_like,-4.3401,7.448892467340364,-18.5,18.81,-6.015000000000001,74.322467,7.4097,7.6578,4.087191231151291,-2.07,19.04,7.525,75.347033,7.6935,0.9919499999999999,3.4140386198020667,-8.58,12.87,0.46,12.6396245,2.57995,12.132283092471246,3.8880369679487785,4.078921426063513,26.594805883856342,11.903993609269847,162.30912449999997,12.132283092471246
1,Downstairs,transit_like,2.5782,7.527125730316985,-17.67,19.31,3.565,63.304737,6.6326,8.162849999999999,4.159836340230226,-2.07,19.11,8.16,83.93635849999998,8.20655,1.04385,3.7866945582526195,-8.58,14.02,0.63,15.4286785,2.9528499999999998,12.14879178921411,3.882863899536505,2.7774268667239466,26.594805883856342,12.015086960556026,162.669774,12.14879178921411
1,Downstairs,transit_like,6.5553,5.331127452049895,-6.09,19.57,5.77,71.392878,6.8557999999999995,8.88255,4.494032042331251,-2.53,19.34,8.579999999999998,99.09601849999999,8.962950000000001,0.5263,4.452907062807397,-8.43,14.02,-0.76,20.105373,3.4123,13.133763404365176,4.254236516480728,2.7774268667239466,24.524930173193155,13.205405425452632,190.59426949999997,13.133763404365176
1,Downstairs,transit_like,6.6556,5.719553360184692,-6.09,19.57,5.52,77.010302,7.0795,8.9863,4.873149116331246,-5.01,19.34,8.559999999999999,104.50117,9.1777,0.3591,4.332285100267526,-8.43,12.79,-0.865,18.897647000000003,3.3367,13.444302848195534,4.433941804534817,3.907288062070674,25.51328477479919,13.07093907678427,200.409119,13.444302848195534
1,Downstairs,transit_like,6.605499999999999,5.183239503437981,-4.33,18.92,5.42,70.498602,6.815,9.01515,4.461219673755149,-5.01,19.19,8.925,101.1754105,9.16475,0.3208,3.9859803511808733,-8.01,11.56,-0.865,15.990952000000002,3.1075999999999997,13.102921267267684,3.997301435191526,5.4378304497290095,25.51328477479919,12.521275310639819,187.66496450000002,13.102921267267684
1,Downstairs,transit_like,6.451700000000001,5.0265363929847355,-5.9,18.77,5.475,66.890501,6.665900000000001,9.1546,4.1889640533191494,-2.72,19.57,9.115,101.35412100000002,9.227,0.35224999999999995,4.292400311888443,-8.35,11.75,-0.895,18.548780500000003,3.3694500000000005,13.06342435641952,4.0175050197984,5.17581877580736,26.324093526653485,12.679984100784418,186.7934025,13.06342435641952
1,Downstairs,transit_like,6.725,5.4800489048912695,-5.9,19.53,6.095,75.256561,7.004499999999999,9.06445,4.459066572445404,-2.72,19.57,9.190000000000001,102.04752850000001,9.13305,0.24280000000000002,4.203912125627746,-8.35,14.82,-0.95,17.731829,3.2129000000000003,13.304103401132899,4.246969648109582,5.17581877580736,26.324093526653485,12.835088380888372,195.03591849999998,13.304103401132899
1,Downstairs,transit_like,7.231149999999999,5.287187454356049,-3.26,19.53,6.55,80.2438815,7.416849999999999,8.6164,4.517342143340484,-3.34,18.96,9.23,94.648729,8.7201,0.341,4.2005580581632245,-8.12,14.82,-0.74,17.760969,3.1864999999999997,13.329503503889743,3.870131243225619,6.438392656556449,24.96293652597787,12.472764327822507,192.6535795,13.329503503889743
1,Downstairs,transit_like,5.7101,5.228923884510081,-3.87,18.5,5.154999999999999,59.946887000000004,6.1434999999999995,9.0825,4.144318249121319,-3.34,18.39,9.51,99.66718,9.1635,0.6433500000000001,3.93117428734723,-8.12,13.4,-0.15,15.8680305,3.03185,12.708119924810399,3.73975740879499,4.208432012044391,25.444026803947523,12.056722175574283,175.4820975,12.708119924810399
1,Downstairs,transit_like,4.336899999999999,5.2761948779399725,-5.94,19.57,3.28,46.646933999999995,5.1009,9.995099999999999,4.125052483302485,-0.3,19.57,9.785,116.91808200000001,9.9992,0.38925000000000004,3.743638863125021,-7.31,12.57,-0.32,14.166347499999999,2.92005,12.716138177007956,4.003897271814152,1.5585891055695211,25.444026803947523,12.44787240576241,177.73136350000001,12.716138177007956
1,Downstairs,transit_like,3.5818,5.22771372207775,-6.28,19.57,2.355,40.15828199999999,4.6948,10.33515,4.582497242497807,0.27,19.57,10.365,127.81460650000001,10.33515,0.06074999999999999,3.9945392647337936,-6.7,12.87,-0.76,15.960034499999999,3.07235,12.886769089556958,4.226595016374213,1.5585891055695211,25.016854318638867,12.621551003451954,183.93292300000002,12.886769089556958
1,Downstairs,transit_like,2.1553000000000004,4.788414759604686,-7.63,15.4,1.23,27.574233999999997,3.9675,10.5273,4.542969481517567,-0.95,19.57,10.55,131.462617,10.536799999999998,0.031299999999999946,4.071803078489921,-10.15,13.33,-0.8200000000000001,16.580560000000002,3.0251,12.550916916030433,4.253456896090652,3.303543552005937,24.132072020446152,12.315499262288483,175.617411,12.550916916030433
1,Downstairs,transit_like,1.9329000000000003,5.1433800744257665,-9.72,16.47,0.92,30.190461,4.2037,10.795250000000001,4.16221634919426,-0.95,19.57,11.07,133.8614675,10.804749999999999,0.010899999999999981,4.211168387751789,-10.15,15.85,-0.9,17.734058,3.0661,12.821903077193115,4.169506922774652,3.032309350973281,22.99748464506499,12.615059482345721,181.7859865,12.821903077193115
1,Downstairs,transit_like,1.8753999999999997,4.988531330963053,-9.72,16.47,1.215,28.402569999999997,4.075399999999999,10.8442,4.034225125101474,0.57,19.57,11.280000000000001,133.871646,10.8442,-0.00849999999999997,4.1321616316402725,-9.0,17.05,-0.91,17.074832,2.9217,12.709102362016493,4.222293825847131,2.5017993524661404,23.746397621534094,12.61543262857574,179.349048,12.709102362016493
1,Downstairs,transit_like,1.7786000000000002,4.741517271928892,-7.55,14.82,1.15,25.645404,3.9461,10.701500000000001,4.589978621954573,-0.72,19.53,10.745000000000001,135.590006,10.708699999999999,-0.017399999999999968,4.09153934846043,-7.7,17.05,-0.595,16.740997,2.9733000000000005,12.619186046589643,4.328111657704466,2.5017993524661404,25.216228901245326,12.601499151660768,177.976407,12.619186046589643
1,Jogging,running,-1.6131,9.130013110067258,-19.61,15.79,0.015,85.959231,7.260800000000001,7.36385,7.363286472594965,-12.26,19.57,7.375,108.44427449999999,8.722349999999999,0.6642,6.182080665924702,-14.98,18.31,0.42,38.659283,4.9894,13.775239979482267,6.580695404565797,2.074825293850063,28.546730110469746,11.608573180656974,233.06278849999998,13.775239979482267
1,Jogging,running,-5.9712,10.017788855830412,-19.61,13.87,-4.365,136.011323,9.37,4.64,7.190796965566472,-13.02,19.57,6.1899999999999995,73.237161,7.3871,1.3711000000000002,6.791772286377098,-14.98,18.66,0.835,48.008086000000006,5.6661,14.658861031936391,6.50955937421088,2.074825293850063,28.546730110469746,13.229291746476221,257.25657,14.658861031936391
1,Jogging,running,-6.6770000000000005,9.712106208233104,-19.61,14.82,-4.63,138.90733600000002,9.3014,1.5675,7.0892281491005775,-15.13,16.93,3.3,52.714211999999996,6.409799999999999,1.4811,6.621250017179536,-15.4,18.66,1.045,46.034609,5.376600000000001,14.200213808205122,6.000840341257265,2.3731413780051116,26.028995370547825,13.872869838625633,237.656157,14.200213808205122
1,Jogging,running,-6.3020499999999995,9.594891729326601,-19.61,15.09,-4.29,131.77778150000003,9.004950000000001,-0.9168,7.654365340118017,-19.04,14.63,0.69,59.42983099999999,6.583100000000001,1.3546,6.120257416154977,-15.4,16.51,0.72,39.292492,4.8023,13.910009697177552,6.08372704223542,2.708597423021738,27.053800102758206,13.44504741531245,230.50010450000002,13.910009697177552
1,Jogging,running,-6.3839,9.304576389605279,-19.61,15.09,-5.4,127.32932100000002,8.9587,-2.1543,8.046479075347179,-19.04,14.63,-0.895,69.386834,6.951999999999999,1.2822000000000002,5.682636374078496,-15.36,15.17,0.72,33.936392999999995,4.4566,13.883141111393524,6.157186117142715,2.860804082771136,27.053800102758206,12.97815684695464,230.65254800000002,13.883141111393524
1,Jogging,running,-6.693199999999999,9.08149611903237,-19.61,15.66,-6.795,127.272498,9.1698,-2.3664,7.991498172433001,-18.69,11.18,-0.895,69.463892,6.8102,1.4797,6.091582053128727,-16.93,15.98,1.185,39.296884,4.6895999999999995,14.037488800050546,6.243571268789645,0.47465777145223276,27.030926732171057,13.605625033070735,236.033274,14.037488800050546
1,Jogging,running,-6.932300000000001,8.976419370216611,-19.61,15.66,-8.065,128.63288799999998,9.4283,-2.8473,7.89285808246924,-18.96,10.42,-1.29,70.404326,6.740399999999999,1.4422000000000004,6.494627561300186,-16.93,16.74,0.99,44.260128,4.9704,14.306624455485201,6.214325280327124,0.47465777145223276,27.595858384909864,13.962208328637452,243.297342,14.306624455485201
1,Jogging,running,-6.473900000000001,8.400942137046298,-19.61,15.09,-6.1850000000000005,112.48721000000002,8.749400000000001,-3.9369,8.390311042506113,-19.61,12.22,-2.96,85.89650099999999,7.3395,1.15975,5.5147935081469734,-16.36,16.74,0.78,31.7579675,4.24845,13.631399470497389,6.657824492709576,2.3208188210198575,28.070815805743873,12.968671559098329,230.14167849999998,13.631399470497389
1,Jogging,running,-2.2091500000000006,8.129835101494987,-19.61,19.5,-2.395,70.97456249999999,6.707750000000001,-5.6953,9.062407180766048,-19.61,16.51,-4.765000000000001,114.56366600000001,8.556399999999998,0.8795499999999999,4.473987069438176,-15.94,11.92,0.55,20.7901685,3.56955,12.70244361256538,6.706438941017579,1.539155612665594,28.070815805743873,11.013173735045836,206.328397,12.70244361256538
1,Jogging,running,3.0168499999999994,6.944758280710712,-13.99,19.53,2.545,57.3310515,6.04825,-6.53265,9.565320145060488,-19.61,16.93,-5.94,134.1708655,9.32985,0.77935,4.647501595212206,-14.06,12.3,0.4,22.206657500000002,3.65535,13.115729942873488,6.456485310570431,1.539155612665594,26.660076894112667,11.525077446264586,213.7085745,13.115729942873488
